,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울시 구별 일별 시간대별 교통사고 건수(2017년~2018년),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발생일,발생지_구,종로구,중구,용산구,성동구,동대문구,성북구,도봉구,은평구,서대문구,마포구,강서구,구로구,영등포구,동작구,관악구,강남구,강동구,송파구,서초구,양천구,중랑구,노원구,광진구,강북구,금천구,합계:,
,발생시간_분류,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,
20180111,08시-10시,1,,,,1,,,1,,,,,,1,1,2,,3,3,,1,,,,,14,
20180111,10시-12시,,1,,,1,,,,,2,,,2,,,1,,,1,,,,1,,,9,
20180111,12시-14시,,1,1,,2,2,,,1,,,,,1,,3,,1,,,1,2,,1,1,17,
20180111,14시-16시,,,,,1,,,,,,2,,,,,4,,,1,,,1,,,,9,
20180111,16시-18시,1,1,,1,,1,,,,1,,,,,,,,,,,1,1,,,,7,
20180111,18시-20시,1,1,,1,,2,1,,,,,1,,2,,2,1,1,1,1,,1,1,,,17,
20180111,20시-22시,1,,1,,,,1,,1,2,,2,,,2,,,2,1,1,,,,,,14,
20180111,22시-24시,,,,,1,,,,,1,1,1,2,1,1,3,,1,,1,,,2,,,15,
20180112,00시-02시,,,,,,,1,,,2,1,,,,,4,,1,2,,2,1,1,,,15,
20180112,02시-04시,,,,,,,1,,,,1,,,,,,1,,1,,,,,1,2,7,
20180112,04시-06시,,1,,,,,1,,,,,1,,1,,1,,,1,,,,,,,6,
20180112,06시-08시,,,,1,,,,,,1,,2,1,,1,,,,,,,,,1,,7,
20180112,08시-10시,1,,,1,,1,,,,1,2,2,,1,,,,4,1,2,,,1,,,17,
20180112,10시-12시,,,1,1,1,,,1,1,,,3,2,,1,3,,1,2,,,1,,,1,19,
20180112,12시-14시,,2,1,,,,,,,1,,,2,1,2,1,,1,1,,1,1,1,3,,18,
20180112,14시-16시,,,,,,,,,,1,,1,,,,,,,,2,,,1,,,5,
20180112,16시-18시,1,1,1,,,,,,,1,1,1,1,,1,4,,1,1,1,1,,,1,,17,
20180112,18시-20시,1,2,2,,,2,,,,2,,1,,1,,3,,,,2,1,,,1,,18,
20180112,20시-22시,3,,1,,1,2,1,,,,,,2,,,1,,,,1,,1,,1,,14,
20180112,22시-24시,,2,,,,2,,,1,,1,,1,,1,2,,,1,1,1,1,,,,14,
20180113,00시-02시,,,2,,,,,1,,1,1,,4,1,1,4,,1,2,1,,1,1,,,21,
20180113,02시-04시,,,,1,,1,,1,1,1,,,1,,,3,,2,,,,,1,,,12,
20180113,04시-06시,,,1,,,,,,,,,1,,,,1,,,2,,,,1,1,1,8,
20180113,06시-08시,,,,,1,,,,1,1,2,,2,,,,,2,,,,,,,1,10,
20180113,08시-10시,,,,,,1,,,,,,,1,,,,,,1,,,,,,,3,
20180113,10시-12시,,,,1,,,,,,,,,,1,,3,,,,,1,,,,,6,
20180113,12시-14시,,,1,,1,,1,,,,,1,1,,,,1,2,1,,,2,1,1,,13,
20180113,14시-16시,,,1,,,,,,,,,,1,,2,1,,,1,,1,,,,,7,
20180113,16시-18시,,1,1,,,1,1,,1,,,,2,1,1,,,1,,1,1,1,1,,,14,
20180113,18시-20시,1,,2,,,1,,,,2,,,,1,,1,1,2,1,2,2,,,2,1,19,
20180113,20시-22시,,,,,2,1,,,1,,,,,,2,1,,,,,3,1,,,,11,
20180113,22시-24시,,,1,1,2,,,,1,1,,,1,,,,,,,,1,1,,,,9,
20180114,00시-02시,,,1,,2,1,,2,,2,1,,1,,,1,,,,2,,1,1,,,15,
20180114,02시-04시,,,,1,,,1,1,1,,,,1,,,1,,,2,1,,,1,,,10,
20180114,04시-06시,,,2,,,,,,,,2,,,,,,,1,2,,,1,,,1,9,
20180114,08시-10시,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,
20180114,10시-12시,,,,,,,,,,,1,,,,2,1,,,,,1,,,,,5,
20180114,12시-14시,1,,1,,,1,1,,1,,1,,,1,,1,1,1,2,1,,,,,,13,
20180114,14시-16시,,,,,,,1,,,,,,,,,,,,1,,,,,,,2,
20180114,16시-18시,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,5,
20180114,18시-20시,1,,1,,,1,1,,,,,2,,,,1,,,1,,,,1,,,9,
20180114,20시-22시,,1,,,,2,,,,2,,1,1,,,2,,,,,2,3,1,,,15,
20180114,22시-24시,,,,,,,,,,1,,,,1,,2,,,,,2,1,,,,7,
20180115,00시-02시,,,,,,,,,,1,,1,,1,1,2,1,1,,,,,1,1,1,11,
20180115,02시-04시,1,,1,,,,,,,,1,,1,,,,,,,,,,1,,,5,
20180115,04시-06시,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,4,
20180115,06시-08시,1,,,,3,,,,,,1,,1,1,1,1,,2,1,,,,,1,,13,
20180115,08시-10시,,,,,1,1,,,,,,1,1,,,1,1,,1,,,,,,,7,
20180115,10시-12시,,,,,,1,,,,1,,,2,,,1,,1,1,,,1,,,,8,
20180115,12시-14시,1,,1,,1,,,1,1,,1,1,,,,2,,1,,,,1,,,,11,
20180115,14시-16시,1,,,,,,,,,1,,,1,,1,1,,2,1,1,,1,,,,10,
20180115,16시-18시,,2,,,,,,1,,1,,,1,,2,,1,1,,,,2,,,,11,
20180115,18시-20시,,1,,1,1,,1,,,,,,1,1,,,2,,2,,2,1,,1,1,15,
20180115,20시-22시,1,,,,,,,,,1,1,1,3,,1,,3,1,,1,,1,,,,14,
20180115,22시-24시,1,,,,1,1,,,2,1,,,,,,1,,,,,,1,,,,8,
20180116,00시-02시,1,,,1,,,,,,,1,,,,,1,,,,1,1,,,,,6,
20180116,02시-04시,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,8,
20180116,04시-06시,,,,,1,1,,,1,,,,,,,,,,,,,1,1,,,5,
20180116,06시-08시,,,,,,,,,1,,,,,,,,,,2,,1,,,1,,5,
20180116,08시-10시,,,1,,1,1,,,,,,1,,,1,2,1,,2,,1,,,,1,12,
20180116,10시-12시,,,,1,,,,,,1,,,,,1,1,1,1,,,,,1,2,,9,
20180116,12시-14시,,1,,,,,,,,,,1,1,,,2,,,2,,1,,,,,8,
20180116,14시-16시,,,,1,,1,,,,,,,1,,,,,1,3,3,,,,1,,11,
20180116,16시-18시,,,,,,,,,,,,1,1,,,,,2,3,,,,,,,7,
20180116,18시-20시,,1,,,2,1,2,,,2,,1,,,,2,,1,1,,,3,,1,,17,
20180116,20시-22시,1,,,,,,,1,1,2,,,,,,1,,,,1,,,,,1,8,
20180116,22시-24시,,,,,,,,1,,,,1,,,1,3,,1,,,,,,,,7,
20180117,00시-02시,,,,1,,1,,,2,2,2,,,,,1,,1,,1,2,3,,2,,18,
20180117,02시-04시,,,,,,,,,,2,1,,1,,,2,,1,1,,,,,,,8,
20180117,04시-06시,,,,,,1,,,,1,,1,2,,,1,,,,,,,,,,6,
20180117,06시-08시,,,,1,,1,,2,,1,1,,1,,,,,1,1,,1,1,,,,11,
20180117,08시-10시,,,,,,,,,1,,,,1,1,,4,,,1,,2,,,1,,11,
20180117,10시-12시,,,,,1,1,,,,,,,,,,1,,,,,,,,,,3,
20180117,12시-14시,1,,,,,,,,1,3,1,,1,,,,,,1,1,1,,,,1,11,
20180117,14시-16시,,,,,2,,,,,,,,1,,,1,,,,,,,,,,4,
20180117,16시-18시,1,,,1,1,2,1,1,1,1,,,,,,3,,,,1,1,1,,,,15,
20180117,18시-20시,1,,1,1,4,2,2,,,,,,4,1,,4,,,3,2,1,5,1,1,2,35,
20180117,20시-22시,1,,1,,,,,,,,2,1,1,,,,,,,1,1,,,1,,9,
20180117,22시-24시,,,,,,1,1,,,,,,1,,,,,3,,,,1,,,1,8,
20180118,00시-02시,,1,,,,,,,1,,2,,2,1,,2,,1,,,,,,,,10,
20180118,02시-04시,1,,,,,1,,,,,,,1,,1,3,,1,,,,,,,,8,
20180118,04시-06시,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,4,
20180118,06시-08시,,,,,,,,,,1,1,1,1,,,2,,2,,1,,1,,,,10,
20180118,08시-10시,4,,,,,,,,,,,,1,,,3,,1,,,1,,1,,,11,
20180118,10시-12시,2,1,,,,3,,1,,,,,,,,,,1,1,,1,,,,,10,
20180118,12시-14시,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,
20180118,14시-16시,,1,,,,1,,,,,,,1,,,1,,1,,,,,,,,5,
20180118,16시-18시,,,,1,2,1,1,1,,,1,,,,,,,1,,,,,,,,8,
20180118,18시-20시,,2,,,1,,,,,,,,1,2,,1,1,2,1,,,,2,,,13,
20180118,20시-22시,,,,,,1,,2,,,,1,,1,,,,1,1,,,,,,,7,
20180118,22시-24시,2,,1,,,,,,,2,,,,,,2,1,1,,,,,,1,1,11,
20180119,00시-02시,,1,1,,1,3,,,,,1,,2,,,,,,,,1,,,,,10,
20180119,02시-04시,,,,,,,,,,1,1,,,1,1,,,1,,,,,,,1,6,
20180119,04시-06시,1,,,,,,,,,,,,,,,2,1,,,,1,,,,1,6,
20180119,06시-08시,,,,1,,,,,1,,,,2,,1,,,3,,,,,,,,8,
20180119,08시-10시,1,1,1,,,2,,,,,,,,1,,1,,1,,,,,1,1,,10,
20180119,10시-12시,,,,,1,,,,,1,1,,,,,,,2,,1,1,,,,,7,
20180119,12시-14시,1,,,,,,,1,,,,1,1,1,,1,,1,,,,,,,,7,
20180119,14시-16시,,,,,,,,1,1,1,1,,,,,2,1,1,1,,,,,1,,10,
20180119,16시-18시,,1,1,,1,,,,,1,,,,,,,,3,,1,,,,1,,9,
20180119,18시-20시,,,,,3,1,,,1,2,,,1,,2,2,1,1,1,1,,,1,,,17,
20180119,20시-22시,,,1,,,,,,,,,,1,,1,1,,1,,2,,,,,,7,
20180119,22시-24시,,,,,,1,,,,,1,,1,1,,,,2,2,1,,,2,,,11,
20180120,00시-02시,,,2,1,,,,,,,,1,1,1,,4,1,1,1,,,1,2,,,16,
20180120,02시-04시,,,,,,3,,,,2,1,,1,1,,,,,,,,,,,,8,
20180120,04시-06시,,1,,1,,,,,,,,,,1,,1,,,,,1,,,,,5,
20180120,06시-08시,,1,,,,,,1,,,,,1,,1,,,,,,,,1,,,5,
20180120,08시-10시,,,,,1,,,,,,1,,,,1,,,,,,,,,,,3,
20180120,10시-12시,,1,,,,1,,,,,,,1,,,,,1,,,,,,1,,5,
20180120,12시-14시,,1,1,,,,,1,,1,,,,,,2,,1,1,,,,,,,8,
20180120,14시-16시,,,,,1,,,,,,,,1,,,3,,1,1,,,,,,,7,
20180120,16시-18시,1,,,,,,,,,1,,,2,2,1,,,1,,2,,,,,,10,
20180120,18시-20시,1,,,1,1,,,,,1,1,,,,1,,,,2,,1,1,,,2,12,
20180120,20시-22시,,,,,1,1,,,1,1,,1,,,1,,,1,2,,,,,,,9,
20180120,22시-24시,,,1,,2,1,1,1,1,,,,4,,,,,3,2,1,,,,1,,18,
20180121,00시-02시,,1,,,,,,,,1,,,,1,1,2,1,1,,,,,,,,8,
20180121,02시-04시,,,,,1,,,,,1,1,,,,1,2,,,,1,,,,,1,8,
20180121,04시-06시,,,,,,,,,,,,,1,,,,,,,1,1,,,,,3,
20180121,06시-08시,1,,2,,,,,,,,,1,,,2,,,,,1,1,,,,,8,
20180121,08시-10시,,,,,,,,,,,,,1,,,2,,,,1,,1,,,,5,
20180121,10시-12시,,1,,,,1,,,1,,,,,,,,,1,,,1,,,,,5,
20180121,12시-14시,,,,,,,,,,1,,,,,,,,,2,,,3,,,1,7,
20180121,14시-16시,,,,,,,,,,,1,1,1,,,,,,,,,1,,1,1,6,
20180121,16시-18시,1,,,,1,,,,,1,,,,,,,,,,,,2,,,,5,
20180121,18시-20시,,,,,1,1,,,,1,,,1,,,,,,1,,,,,1,1,7,
20180121,20시-22시,,,,1,1,,,,,,,1,2,,,,,,,1,,,,,,6,
20180121,22시-24시,1,1,,,1,,,,,,,,1,1,,1,1,2,,,,,,,,9,
20180122,00시-02시,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
20180122,02시-04시,,1,,,,,,,,,,,,,,,,,,,1,,,1,,3,
20180122,04시-06시,,1,,,,,,,,,,,,,,,,,1,,,,,,,2,
20180122,06시-08시,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,4,
20180122,08시-10시,,1,,,,,,,,1,1,,,,1,1,,,1,,,,,1,,7,
20180122,10시-12시,,,1,,,1,,,1,1,2,,1,,,2,,1,,,,1,,,,11,
20180122,12시-14시,,,,,,,1,,,,,1,,,,,2,,5,,,,,1,,10,
20180122,14시-16시,1,,1,,1,,,1,,,,1,1,1,1,,,1,2,1,,,1,1,,14,
20180122,16시-18시,,1,,,,2,1,,,,1,1,,,,,,,3,,,,,,,9,
20180122,18시-20시,1,1,,,,,1,2,,1,1,,3,1,,1,,,,,,,,,,12,
20180122,20시-22시,,,1,1,,,1,1,,1,1,,,,,2,2,,2,,,,,,1,13,
20180122,22시-24시,,1,,1,1,,,,,1,,1,,,1,,1,1,1,,,,,2,,11,
20180123,00시-02시,,,,1,,,,1,,,,,,,,1,1,,,,1,1,,,,6,
20180123,02시-04시,1,,,,,,,,,1,,,1,,,1,1,,,,,,,,,5,
20180123,04시-06시,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
20180123,06시-08시,,,,,,,1,,,,1,,1,,,1,,2,,,,,,,,6,
20180123,08시-10시,,1,2,1,3,1,,,,,,1,1,,,1,1,2,1,1,,,1,,,17,
20180123,10시-12시,1,,,1,1,,,,,,,1,,,,3,1,1,,,,,,,,9,
20180123,12시-14시,1,,,1,1,,,,,1,,,,1,,,,3,1,1,1,,1,,1,13,
20180123,14시-16시,,,,1,,,,,,,,,,,,1,,2,1,,,,,,1,6,
20180123,16시-18시,,,,,1,,,,,,,,1,,,1,,1,5,,1,,1,,1,12,
20180123,18시-20시,,,,,1,,,,1,,,,,2,1,,,1,1,,1,,,,,8,
20180123,20시-22시,,,2,,1,2,,2,,1,1,1,1,1,1,,,2,1,1,1,,,1,,19,
20180123,22시-24시,1,1,,,,,1,,,,,,2,,,,,,1,,,,,,1,7,
20180124,00시-02시,,,,,,,,,,1,,,1,,1,,,,,,,,,,,3,
20180124,02시-04시,,,,,,1,,,,,,,,,1,1,,,,,,,,,,3,
20180124,04시-06시,,,1,1,,,,,,,,,1,,,1,,1,1,,,1,,,1,8,
20180124,06시-08시,,,,,,,,,,1,,,,,,,,,2,,1,,,1,,5,
20180124,08시-10시,,,,,,,1,,1,,,,,1,,1,,,4,1,,,,,,9,
20180124,10시-12시,1,,,,,,,,2,,1,,,,1,1,,,2,1,,,,1,,10,
20180124,12시-14시,,,,,1,,,1,,,,,1,,2,,,,1,1,,,1,,,8,
20180124,14시-16시,,,,,1,3,1,,1,,1,,1,,1,,,,2,1,1,,,,,13,
20180124,16시-18시,,1,1,,,,1,,1,,1,1,1,1,2,3,1,2,1,,,,,1,,18,
20180124,18시-20시,,,,,,,,,1,,2,1,,,1,,,2,1,1,,,,1,,10,
20180124,20시-22시,,1,,,1,1,,,2,1,2,,1,2,,,,,1,,,,,2,1,15,
20180124,22시-24시,,1,,,,,,,,,,,,,,,,1,2,,,,,,1,5,
20180125,00시-02시,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,4,
20180125,02시-04시,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
20180125,04시-06시,,,,,,,,,,1,,,,,,,,,,1,,,,,,2,
20180125,06시-08시,,,,,,,,,,,2,,,,1,,,,,,,,,,,3,
20180125,08시-10시,,1,,,,,,1,,,1,,1,,,1,,,1,,,,,2,,8,
20180125,10시-12시,,,,1,,,,,,,,,1,,1,1,,1,,,1,,1,,,7,
20180125,12시-14시,,2,,,1,3,,,,,,,1,,,,1,,1,1,1,,,,,11,
20180125,14시-16시,,1,,,,,1,2,1,,1,,,,,4,,1,1,1,1,,1,,,15,
20180125,16시-18시,,1,,,1,2,1,,,,,,,,,1,1,,3,2,2,1,,,1,16,
20180125,18시-20시,1,,,,1,,,,,1,1,,1,1,2,,,1,4,1,,1,1,2,,18,
20180125,20시-22시,,,,,,,1,,,,,1,,1,,,,1,,1,,,,1,,6,
20180125,22시-24시,,,,,,,,,,,1,,1,,,2,1,1,,,,,,,,6,
20180126,00시-02시,,,,,1,,,1,,,,,2,,,,,1,2,,1,1,1,,,10,
20180126,02시-04시,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,5,
20180126,04시-06시,,,,,,,,1,,1,,1,1,,1,,,,2,1,,1,,,,9,
20180126,06시-08시,,1,,,,,,,,,,,1,1,,,,,,,,,,,,3,
20180126,08시-10시,,1,1,,1,,,,2,,,,,1,,,,,,,,,,,,6,
20180126,10시-12시,,,,,,,,,,1,1,1,2,1,,1,,,2,,,,,1,,10,
20180126,12시-14시,,,,,,,1,,,3,,,2,1,,2,2,,1,1,,2,1,,,16,
20180126,14시-16시,,,,1,1,,,,1,2,,,,,,1,,1,1,,,,,,,8,
20180126,16시-18시,1,,1,,,1,,,,,,,1,,,,,,1,,1,,1,1,,8,
20180126,18시-20시,1,1,,1,,,1,3,,1,,,2,,,,3,2,1,,1,,2,,1,20,
20180126,20시-22시,,,,,,,1,,,,1,1,1,,,2,,,1,,1,,,,,8,
20180126,22시-24시,,,,,,2,1,,,1,1,,1,,1,2,,2,4,,,,,,,15,
20180127,00시-02시,,,,,,,,,,,,,,,1,,,1,,,,,,1,,3,
20180127,02시-04시,1,,,,,,,,,1,,,,,,4,,,,1,,,,1,,8,
20180127,04시-06시,,,,2,,,1,,,,,,1,,,,,,1,,1,,,,,6,
20180127,06시-08시,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,
20180127,08시-10시,,,,,1,,,,,,,,,1,,,1,,,,,2,,,,5,
20180127,10시-12시,,1,,,1,,,,,1,,,3,,,1,,1,1,,,,1,,,10,
20180127,12시-14시,,,,,1,,,1,,,,,1,1,,1,,1,,,,1,1,,,8,
20180127,14시-16시,,,,,,,,,,,,1,1,,,1,,,1,,1,1,,,,6,
20180127,16시-18시,,,,1,,2,,,,,,3,,,1,,,1,,,,,2,,,10,
20180127,18시-20시,,,,,,2,,,,1,1,1,1,,1,,,,1,,1,,,1,,10,
20180127,20시-22시,,,,,1,1,,,,1,1,,,,,,,4,,,,,,,,8,
20180127,22시-24시,,,,,,1,,,,2,,1,2,1,,1,,1,1,1,1,,,,,12,
20180128,00시-02시,,,1,,,,,,,1,,,,,,1,,,1,,1,,,,,5,
20180128,02시-04시,,2,,,,1,,,,,,1,,,,,1,,,,,,,,,5,
20180128,04시-06시,,,,,,,,,,,,,,,,1,,,1,,,,,,,2,
20180128,06시-08시,,,,,,,,,,,,,1,,,,,1,1,,,,,,,3,
20180128,08시-10시,,,,,,,,,,,1,,,,,,,,,,,1,,,,2,
20180128,10시-12시,,,1,,1,,,,,,,,,,,,,,1,,2,2,,,,7,
20180128,12시-14시,,,,,,1,,,,3,,,2,,1,1,,1,,,,,,,,9,
20180128,14시-16시,,,,,,,,,,1,1,,1,2,,,,1,1,,,1,,,,8,
20180128,16시-18시,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,4,
20180128,18시-20시,,1,,1,,2,,,1,,1,1,1,,1,,1,2,1,1,,,,,1,15,
20180128,20시-22시,,,,,,,,,,2,,1,1,1,1,,,,,,,1,,1,1,9,
20180128,22시-24시,2,,,,,,,1,,,1,,,,,1,,,,,,,,,,5,
20180129,00시-02시,,,,,,1,,,,,,,1,,,,,,,,,,,,1,3,
20180129,02시-04시,,,,,,,,,1,,,,,1,,,,,2,,,,,,,4,
20180129,04시-06시,,,1,,,,,,1,,,,,,,,,,,,,,,,,2,
20180129,06시-08시,,,,,1,,,,,,1,1,1,,1,2,1,,3,,,,1,,1,13,
20180129,08시-10시,,,,,,1,,,1,,1,,1,1,,,1,3,1,1,,1,,,,12,
20180129,10시-12시,,,,1,1,,1,,,1,,,,1,,,,1,,,,1,1,,,8,
20180129,12시-14시,3,,1,,1,,,,,1,,,1,,1,3,1,2,,,,,,,,14,
20180129,14시-16시,,,,1,1,,,1,,,1,,,,,4,1,,,1,1,,1,,1,13,
20180129,16시-18시,,1,,,1,,,2,,,1,,,,,1,,,2,,1,1,,,,10,
20180129,18시-20시,,,,,,1,1,,,,2,2,,,,,1,1,,,,,,,,8,
20180129,20시-22시,,1,,,,,,,,1,,,1,,,1,,2,1,,1,1,,1,,10,
20180129,22시-24시,,,1,,,,,1,,,1,,,,,1,,1,1,,,,,1,,7,
20180130,00시-02시,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,4,
20180130,02시-04시,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,
20180130,04시-06시,,,,,,,,,,2,,,,,,,,,1,,,,,,,3,
20180130,06시-08시,,,,,,1,,1,,,,1,,,2,,,1,1,,,,1,,,8,
20180130,08시-10시,1,,,,1,,,,,,,,1,1,,,,2,1,,1,,,,,8,
20180130,10시-12시,,1,,,,2,,1,,,,,,,,,,1,,,,1,,,,6,
20180130,12시-14시,,2,,,,1,,,,,,,,,1,3,,,,,,,,,,7,
20180130,14시-16시,,1,,1,,,,1,,,,,1,,,,,1,,1,1,3,,1,,11,
20180130,16시-18시,,1,,,1,1,,,,,1,,,,,1,1,,,1,1,1,,1,,10,
20180130,18시-20시,,,,1,,2,,,1,2,1,,1,1,2,3,,1,1,1,3,1,2,1,1,25,
20180130,20시-22시,,,1,1,,,,,,1,2,1,,1,,5,2,2,,2,,1,,1,,20,
20180130,22시-24시,1,,1,,1,1,,,1,,,,,1,,,1,1,2,,1,,,,,11,
20180131,00시-02시,,,,,,,,,,1,,,,,,1,,1,1,,,,,1,,5,
20180131,02시-04시,1,,,1,,1,,,,,,,,,,,,,1,,,,4,1,,9,
20180131,04시-06시,,,,1,,,,,,,1,1,,,,,,1,,,,,1,1,,6,
20180131,06시-08시,,,,1,1,,,,1,2,,,,,,,,,1,,,1,,,1,8,
20180131,08시-10시,4,,,2,4,3,,,,1,1,,2,,1,1,1,,,,,,,1,,21,
20180131,10시-12시,,,1,,1,,,1,,1,1,2,1,,,,,,,1,,,,,,9,
20180131,12시-14시,,1,,1,,,1,,,,1,,,,,1,,1,,,1,,,1,,8,
20180131,14시-16시,,1,,,,1,1,1,,,,,2,,,,,,,2,,,,,,8,
20180131,16시-18시,1,,,,1,1,,,,,,,1,,1,,,1,,,,,,,,6,
20180131,18시-20시,1,,,,,,1,,,,,1,1,1,,2,,2,,1,1,,1,1,2,15,
20180131,20시-22시,1,1,,,1,,,,,,,,,,2,1,,,,,2,1,,1,,10,
20180131,22시-24시,,1,,,2,,1,,,,,1,,,,3,,1,3,,1,,,,,13,
20180201,00시-02시,,1,,1,1,,,1,,1,,,,,,1,,1,,,,,,,,7,
20180201,02시-04시,,1,,,1,2,,,,,,,,,,,,,,1,,,,,,5,
20180201,04시-06시,,,,,,,,,,1,,1,,,,,,1,,,,,,,,3,
20180201,06시-08시,,1,,,,,1,2,,,1,1,,,,,,,,,,,1,1,,8,
20180201,08시-10시,,,,,1,,,1,1,,1,1,2,,,2,2,2,1,1,1,2,,1,,19,
20180201,10시-12시,1,,,,,2,,1,,,,1,1,,,1,,,4,,,,,,,11,
20180201,12시-14시,,,1,,,1,,,,,2,1,,1,,3,,,3,,,,,,,12,
20180201,14시-16시,1,,1,,1,,1,,,1,,1,1,1,,,,1,,1,,,,1,1,12,
20180201,16시-18시,,,,,,,,1,,1,1,1,1,,,2,1,1,,,,2,,,,11,
20180201,18시-20시,,,,,,,,,,1,,,1,2,2,3,1,,,,,2,,4,1,17,
20180201,20시-22시,,,,1,3,2,1,,,,1,2,,1,,1,,,,,,1,,,,13,
20180201,22시-24시,,1,1,1,,1,,,,2,1,1,1,,1,1,2,1,,1,,2,,,,17,
20180202,00시-02시,,,2,,,,,,,,1,,,,,1,1,1,2,,,1,,,,9,
20180202,02시-04시,,,,2,,1,1,,,2,,,,,,1,,,,,,1,,,,8,
20180202,04시-06시,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,4,
20180202,06시-08시,,,1,,1,,1,,,,,,,,,1,,1,,1,1,1,,,1,9,
20180202,08시-10시,2,,1,,,1,2,,,1,2,,,1,1,1,1,1,,4,1,,,,,19,
20180202,10시-12시,1,,,1,,,1,,,,,2,2,,,1,,2,2,,,,,,,12,
20180202,12시-14시,,,1,,,,,,1,,,1,,,,3,,,3,,,1,,,,10,
20180202,14시-16시,,1,,1,1,1,2,1,,,,,2,,,1,1,2,1,1,2,2,,2,,21,
20180202,16시-18시,,1,,,3,1,,1,,,,,,,1,2,,1,,2,,1,,,,13,
20180202,18시-20시,1,,,1,2,4,,,1,,,1,,,,1,,1,,3,1,,,,1,17,
20180202,20시-22시,,,,1,2,2,,,,,1,,,1,,2,,,,2,1,1,1,,,14,
20180202,22시-24시,,1,1,,1,,1,,1,1,1,,,,,,,,1,,1,,,3,,12,
20180203,00시-02시,,,,,,1,,,1,,1,1,,,2,5,,1,1,,,3,,,,16,
20180203,02시-04시,,,1,,,,,,,,,,,1,,2,,1,1,,,1,,1,,8,
20180203,04시-06시,,,,,1,,,,,,1,,,,,1,,2,,,,,,,,5,
20180203,06시-08시,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,
20180203,08시-10시,,1,1,,,,1,1,1,,,,1,1,,,1,,2,,,,,,,10,
20180203,10시-12시,1,1,3,2,,1,,,1,2,1,,2,,1,2,2,,1,1,1,,2,1,,25,
20180203,12시-14시,2,1,1,1,1,1,1,2,,1,1,1,2,2,1,1,,2,,,,,,,,21,
20180203,14시-16시,2,1,,,1,1,,1,1,,2,1,,1,,,2,,1,1,1,,,1,,17,
20180203,16시-18시,1,,,,,,,,,,,1,1,,,1,,1,,,1,1,,,,7,
20180203,18시-20시,1,,,1,,2,,,,1,,2,3,,,,2,1,,,1,,,1,,15,
20180203,20시-22시,,,,1,,,,,,,2,,1,,,2,,1,,,,,1,1,,9,
20180203,22시-24시,2,,,1,1,1,,,,,1,3,,1,,2,1,,1,,,1,1,,,16,
20180204,00시-02시,,,1,1,,1,1,1,,,1,2,1,,1,1,1,1,,1,1,,,1,,16,
20180204,02시-04시,,1,,,,1,,,1,,,2,1,,1,2,,,1,,,,,,,10,
20180204,04시-06시,,2,,,,1,1,,,,,,3,,,1,,1,1,,,1,,,,11,
20180204,06시-08시,,,2,1,,,,,1,1,1,,1,,,1,,,,,,,,,1,9,
20180204,08시-10시,1,,,,1,,,,1,1,1,,,1,,2,,2,,,,1,1,,,12,
20180204,10시-12시,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,5,
20180204,12시-14시,,1,,,1,,1,,,,1,,,,1,1,,1,1,1,,1,,,1,11,
20180204,14시-16시,,1,,,,,,,,3,1,,1,1,,,,,,,,1,,1,,9,
20180204,16시-18시,,,1,,,,,,1,,2,,,,,,,,1,,2,,,1,,8,
20180204,18시-20시,,,,,,,1,,1,1,,,1,,1,,,,1,,1,,,,,7,
20180204,20시-22시,,,,,1,1,,,,1,,,1,2,,,1,1,,1,,,,,1,10,
20180204,22시-24시,1,1,,2,,,,,,,,1,2,,1,,,,2,,,,,,,10,
20180205,00시-02시,,,,,,,,,1,,,,1,,1,1,,1,1,,2,,1,1,,10,
20180205,02시-04시,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,4,
20180205,04시-06시,,,,,1,,,,,,,1,,,,,,,,,,1,,,,3,
20180205,06시-08시,,,,,,,,,,,,,1,1,,1,,1,1,,,,1,,,6,
