,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울시 구별 일별 시간대별 교통사고 건수(2017년~2018년),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발생일,발생지_구,종로구,중구,용산구,성동구,동대문구,성북구,도봉구,은평구,서대문구,마포구,강서구,구로구,영등포구,동작구,관악구,강남구,강동구,송파구,서초구,양천구,중랑구,노원구,광진구,강북구,금천구,합계:,
,발생시간_분류,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,
20180620,22시-24시,,1,1,,,,,,,,,,2,1,,1,1,1,,,,1,1,,,10,
20180621,00시-02시,,1,,,,1,,1,1,1,,1,,,,,,1,,,,,,,,7,
20180621,02시-04시,,,,,,,,1,,,,1,,,,,,1,,,,,1,1,,5,
20180621,04시-06시,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
20180621,06시-08시,,,,,,,,1,,,,,1,,,1,,1,1,,,,1,,,6,
20180621,08시-10시,1,,1,,2,,,1,,,1,1,,,1,1,,,,,,,,,1,10,
20180621,10시-12시,,,2,1,,2,,,1,1,1,1,,,,2,,1,2,,,,,2,,16,
20180621,12시-14시,,,,,1,,,,,,,,1,1,,,,,,,,,,,,3,
20180621,14시-16시,,,2,,,1,,,,,1,1,1,,,1,,2,2,,1,,,,2,14,
20180621,16시-18시,,1,,,,1,3,1,1,,1,1,2,,,1,,1,2,1,,,,,,16,
20180621,18시-20시,,1,1,,1,,,3,1,2,,,,,,1,,1,,,,,1,,,12,
20180621,20시-22시,,,,1,,,,,1,1,1,1,,2,,,,,,,,,,,3,10,
20180621,22시-24시,,,,,,,,,1,,,2,1,,,1,1,2,1,,1,1,,,,11,
20180622,00시-02시,,,,1,1,,,1,,1,,1,,1,,1,,,,,,1,,,1,9,
20180622,02시-04시,,,,,,1,,,,,,,1,,1,,,,1,,,,,,,4,
20180622,04시-06시,,,,,1,1,,,,,,,1,1,,,,1,2,,,,,,,7,
20180622,06시-08시,,,,,,1,,,,1,2,,2,1,,1,,1,1,,,2,,1,1,14,
20180622,08시-10시,,,2,1,1,1,,2,,,,,2,,1,,,3,2,1,1,,1,1,,19,
20180622,10시-12시,,1,,,,,,1,,,,1,1,,,1,1,2,,,,1,,,1,10,
20180622,12시-14시,1,2,,1,,,,,,1,1,1,2,,,1,,,2,,3,1,1,,,17,
20180622,14시-16시,,,1,,1,1,,,,,1,,,,1,,1,1,1,,,,,,,8,
20180622,16시-18시,,,2,,2,,1,,,,2,2,,,1,4,1,3,2,,,,1,1,,22,
20180622,18시-20시,,1,1,,,,2,1,1,1,1,1,1,,2,1,2,,,,3,,,,1,19,
20180622,20시-22시,,1,,,,2,,,,,1,,,1,1,4,,1,2,,,2,,,,15,
20180622,22시-24시,,1,1,1,1,,,,,,,1,2,1,1,1,,,1,,2,,,,,13,
20180623,00시-02시,,,,,,,,,,1,,,,1,3,3,,1,3,,1,,,,,13,
20180623,02시-04시,,,,,,,,,1,1,1,,,1,,1,2,,1,1,,,,,,9,
20180623,04시-06시,,,,1,,,,1,,,,,,,,,,1,,,,,,,,3,
20180623,06시-08시,,,,,,,,,,1,,1,,,,,,,,,,,,1,,3,
20180623,08시-10시,1,,,,1,,,1,1,,,1,1,,1,,,1,,,,,,,,8,
20180623,10시-12시,1,1,,,,,,,,,2,1,,2,,1,1,1,,1,1,,1,,,13,
20180623,12시-14시,,,1,,5,2,1,2,,1,,,,,,,,2,,,1,1,,,,16,
20180623,14시-16시,1,,,,,,,,,,,,1,1,1,,,1,,4,,1,,,,10,
20180623,16시-18시,1,,,,2,,,,,,1,1,1,,2,,1,1,,2,,1,,1,,14,
20180623,18시-20시,,,1,,,,1,,,,2,,,,,2,,1,,,,,1,1,,9,
20180623,20시-22시,,,1,1,1,,,,,1,,,1,,,2,1,1,2,,,,1,,1,13,
20180623,22시-24시,1,,,,,,,,1,1,,1,,,1,,,,1,,,,,1,,7,
20180624,00시-02시,,,,,,,,,,2,,,,1,,,,,,,,,2,,1,6,
20180624,02시-04시,,,1,,,,,,,,,,,1,1,,,,,1,,1,,,,5,
20180624,04시-06시,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
20180624,06시-08시,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,4,
20180624,08시-10시,,1,1,,,,,,,,,,2,,,,1,,,,,,,,,5,
20180624,10시-12시,1,,,,,,,,,,1,,1,,,,,1,,,1,,,1,,6,
20180624,12시-14시,1,,,,,,,1,,,1,1,,,,,,1,,,1,1,1,,,8,
20180624,14시-16시,,1,,,,,,,,,2,1,1,,,,2,,,,1,,,,,8,
20180624,16시-18시,,,,,2,,1,,1,2,,,,1,,,1,,1,,,,,,,9,
20180624,18시-20시,,,,1,,1,,,1,,,1,,,,1,,2,,,,,1,,,8,
20180624,20시-22시,,1,,,,,,,,1,,,,,1,,,,,,1,,,,,4,
20180624,22시-24시,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,4,
20180625,00시-02시,,,,1,1,,1,,,1,,,,,,,,,,,1,,,,,5,
20180625,02시-04시,,,,,,,,,,,,,,,2,,,,,,,,,,,2,
20180625,04시-06시,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,
20180625,06시-08시,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,4,
20180625,08시-10시,1,,,1,,,,,,1,1,,4,2,,1,,3,1,1,,1,,,1,18,
20180625,10시-12시,1,,,,,,,,1,1,,,,1,1,2,1,1,,,2,,1,,,12,
20180625,12시-14시,1,,1,,,,,,,,,1,,1,,,,,,,,,1,,,5,
20180625,14시-16시,,,,1,,,,2,,1,,,,,1,,,3,,2,,,,,,10,
20180625,16시-18시,1,,,,2,1,,1,,,1,1,2,,,,2,1,1,1,1,1,1,,,17,
20180625,18시-20시,,,,2,,,1,,1,,1,1,3,,,1,,2,2,,,,,,1,15,
20180625,20시-22시,,,,1,,,,1,1,,,,,1,,2,1,,2,,,,1,1,,11,
20180625,22시-24시,,1,1,,,1,1,,1,,,,1,,,,1,,1,1,,,1,,,10,
20180626,00시-02시,,,,,,1,,,,1,,,1,,,2,,1,,,,,,,,6,
20180626,02시-04시,,,,,,1,,1,,,,1,,,,,,2,,,,,,,,5,
20180626,04시-06시,1,1,,,,,,1,,,,,,,,,,1,,1,,,,,,5,
20180626,06시-08시,,,,1,,1,1,,,,,,,,,1,,,1,1,,,,,,6,
20180626,08시-10시,2,,1,1,1,,1,,1,,,1,,,1,2,1,2,1,1,,2,3,,,21,
20180626,10시-12시,,,1,,,,,,,,,1,,1,1,1,1,,2,,,,,,,8,
20180626,12시-14시,,,1,,1,1,,1,,,,,,,1,1,,,,1,,,1,1,,9,
20180626,14시-16시,,2,1,,1,1,1,,,,,2,2,2,,1,,1,2,2,1,,1,,,20,
20180626,16시-18시,,,,,,2,,1,,,1,1,,,,2,,,1,3,,1,1,,1,14,
20180626,18시-20시,1,1,,2,,1,,,,,,1,1,1,,,,,,2,,,1,,,11,
20180626,20시-22시,1,,,1,2,,2,,,,,,2,,,,1,2,,1,,,1,1,,14,
20180626,22시-24시,,,,,,,,,,,,1,2,,,1,,1,,,1,,,1,,7,
20180627,00시-02시,,,,,,,,1,,1,1,3,1,,,,,,1,,,,,,,8,
20180627,04시-06시,,,,,,,,,,,,,,1,,,,1,,,1,1,,1,,5,
20180627,06시-08시,,,,,,,,,,,1,,1,,1,,,,,,,,,,,3,
20180627,08시-10시,,1,,,,1,,,,1,,,1,,,1,1,1,,,,,,,1,8,
20180627,10시-12시,,,1,,,1,,,,1,,,,,,,,1,1,,,,1,,,6,
20180627,12시-14시,,1,,,1,,2,,,1,,1,,,,,,1,,1,,,,,,8,
20180627,14시-16시,,,1,2,,,,,,,,,1,1,,,2,,,,,,,,,7,
20180627,16시-18시,,1,,,1,,1,1,,1,1,2,1,1,,3,,1,,,,,,1,1,16,
20180627,18시-20시,1,,,,,,,,,,1,,1,1,,1,,2,,,1,1,,,1,10,
20180627,20시-22시,1,,1,1,,,1,,,,,,,2,,1,,2,,,2,1,1,,,13,
20180627,22시-24시,2,,,,,,,3,,,,,,1,,,,1,,,2,,1,,,10,
20180628,00시-02시,,1,,,2,,,,,,,,,,1,,,,,,,,,,1,5,
20180628,02시-04시,1,,,1,2,,,,,1,1,2,2,,,,,,2,,,,,,,12,
20180628,04시-06시,,,,,,,,,,,1,,,,,,,1,,,,,,,,2,
20180628,06시-08시,,,,,,,,2,,,,,,,1,2,1,,,2,1,,,,,9,
20180628,08시-10시,,,2,1,,1,1,2,1,1,2,1,,1,,,,,1,1,1,1,,,,17,
20180628,10시-12시,,2,,,,1,,,,,,2,,2,,2,,,,1,2,,1,,,13,
20180628,12시-14시,,,,,,,1,,,1,,,,,,2,,,1,,,,,,,5,
20180628,14시-16시,,,,,1,1,,,,2,,,,1,,1,,1,,,1,1,,1,1,11,
20180628,16시-18시,,1,1,2,1,,2,,,,1,,2,1,1,1,1,,2,,1,1,,,,18,
20180628,18시-20시,1,,,,,,,,,2,,,2,2,,,1,1,1,,,,,,1,11,
20180628,20시-22시,,,,,1,1,,,,,,,,1,,1,,1,,,,,1,2,,8,
20180628,22시-24시,2,,,,1,,,,,,2,,1,1,,3,,1,2,,,,1,,,14,
20180629,00시-02시,,,,,1,,,,,,1,1,,1,1,,1,,,1,,1,,,,8,
20180629,02시-04시,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,4,
20180629,04시-06시,,,,1,,,,,,1,,,1,,,,,,,,,,,,,3,
20180629,06시-08시,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
20180629,08시-10시,1,,,1,,2,,1,1,2,,,1,,,2,1,,1,,,,,1,,14,
20180629,10시-12시,,,,,,,,,,,1,,1,,,1,,,,,,,,,,3,
20180629,12시-14시,,,1,,,,,,,,,,1,1,1,2,,,,,,2,,1,,9,
20180629,14시-16시,,,2,1,,1,,1,1,2,,1,,1,,1,1,1,1,,1,2,1,,,18,
20180629,16시-18시,,,,,,,,2,1,1,,1,,2,,1,,1,1,,,1,,1,1,13,
20180629,18시-20시,1,,1,,,,,,,1,2,,4,,,3,,3,1,1,1,1,,,,19,
20180629,20시-22시,1,1,,,,,,,1,1,,1,,,1,,,,2,1,1,,,,,10,
20180629,22시-24시,,,,,,,,,1,,,,1,,,,,1,1,3,,,,,2,9,
20180630,00시-02시,,,,,,,,,,,,,,1,,3,,2,,1,1,,,,,8,
20180630,02시-04시,,,1,,,,,,,,1,1,,,,1,,1,,,,,,1,,6,
20180630,06시-08시,1,,,,1,,,,,1,,,,,,,,1,,,,2,,,,6,
20180630,08시-10시,,,,,,1,,1,,2,1,,1,,,,1,,,1,,,,,,8,
20180630,10시-12시,,1,,1,,,,,,,,,1,1,1,1,,1,,,1,,,,1,9,
20180630,12시-14시,1,,1,,,1,,1,,1,,,,,,2,,2,,,1,1,,1,,12,
20180630,14시-16시,1,,,,1,,,1,,,,,1,1,,,,,1,1,1,,1,,,9,
20180630,16시-18시,,,1,1,1,1,,,,,2,1,,,,,1,1,1,,,,,,,10,
20180630,18시-20시,,,,,1,1,,,,,,,,2,1,,,1,,,3,,,,,9,
20180630,20시-22시,,,,,,,,,,,1,1,2,,,,,,,1,,,1,,,6,
20180630,22시-24시,,,1,,,,1,,,,2,,,,,,,,,,,1,,,,5,
20180701,00시-02시,,,,,,1,,,,,1,1,,,,2,,,,,1,1,1,,,8,
20180701,02시-04시,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,5,
20180701,04시-06시,,,,,,,,,,,1,1,,,,2,,,2,,,,,,,6,
20180701,06시-08시,,,1,,,,,,,,,,,,,,,,,,,1,,,,2,
20180701,08시-10시,,,,1,,,,,,,,,1,,,,1,,,,,,,,,3,
20180701,10시-12시,,,,,,,1,,,,,1,1,,,3,,,,,,,,,,6,
20180701,12시-14시,,,,,,,,,,,,,1,1,,1,,,,,,,,,2,5,
20180701,14시-16시,,,1,,1,1,,,,1,,1,2,,,,,1,1,,,1,,1,,11,
20180701,16시-18시,,,,,1,,,1,1,,,,,,,,,3,,,1,1,,,,8,
20180701,18시-20시,,,1,,1,,1,1,,,,,,2,,,1,1,,1,1,,,,,10,
20180701,20시-22시,,1,1,1,3,1,,,,,1,1,2,1,1,,3,1,,,2,,,,,19,
20180701,22시-24시,,3,,,,,,1,,,,2,1,,,1,,2,,1,,,,,,11,
20180702,00시-02시,,,,,1,,,2,1,1,,,,,,1,,1,,,,,,1,,8,
20180702,02시-04시,,1,,,,,,,,,,1,,,1,,,,1,,,1,,,,5,
20180702,04시-06시,,,,,,,,,,,,,,1,,,,,,,,1,,,,2,
20180702,06시-08시,,,,,1,1,1,,,,,1,,,,,,,,1,,1,,,,6,
20180702,08시-10시,1,1,,,,,,,,,1,1,,,,1,,,1,,,,,,1,7,
20180702,10시-12시,,,,1,,,,,,,,,1,,,1,1,1,1,,,,,,,6,
20180702,12시-14시,,,,,1,,,1,,,1,,1,,,1,1,3,,,,,,1,,10,
20180702,14시-16시,,,,,,,,,1,,,,,,1,,,1,,1,1,,,,,5,
20180702,16시-18시,,,2,,1,,1,,1,1,,,1,1,,1,1,,1,1,,2,,,,14,
20180702,18시-20시,1,1,1,1,,1,,,,,,,2,,1,2,1,1,,1,,1,1,1,,16,
20180702,20시-22시,,,1,,1,,,1,,1,,,,,,3,,3,1,,,1,,,2,14,
20180702,22시-24시,1,,1,,,,2,1,1,1,1,,,,,2,2,1,2,1,,1,1,,1,19,
20180703,00시-02시,,,,,,,,,1,,,,1,,,,2,1,,,2,1,2,,1,11,
20180703,02시-04시,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,
20180703,04시-06시,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,
20180703,06시-08시,,1,,,,,,,,,,,,1,,,,,,,,,1,,3,6,
20180703,08시-10시,1,,,,1,1,1,1,,1,2,1,,1,,3,1,1,2,,,,,,,17,
20180703,10시-12시,,,1,,1,2,,,,,1,,,1,,,,,,,2,,,,,8,
20180703,12시-14시,,2,,,1,,,,,,,,,,,1,,,,,,,1,,,5,
20180703,14시-16시,,,1,1,1,,,,,,,,,,,1,,2,1,,2,,1,1,1,12,
20180703,16시-18시,,,,,,2,,1,1,,,1,1,,1,3,,3,2,,,1,,2,,18,
20180703,18시-20시,,,,,1,,1,,,,,,,,,2,,1,1,,,,,,1,7,
20180703,20시-22시,,,,,1,,1,,,2,1,1,,,1,1,,1,,1,,1,,,,11,
20180703,22시-24시,,1,1,,,1,,,,,,,1,,,2,1,,,,,1,,,,8,
20180704,00시-02시,1,,,,,,,,,1,,,,1,,,,,,,,,,,,3,
20180704,02시-04시,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
20180704,04시-06시,,,,,,,,,,,,,,,,,,,,,1,,,1,,2,
20180704,06시-08시,,,2,,,,,1,,,,,1,,,1,,1,1,,,,,,,7,
20180704,08시-10시,1,2,1,1,,,,,,2,2,1,1,,,1,1,4,2,,,,,,,19,
20180704,10시-12시,,1,,,1,,,,,,1,,,,,,,,,1,,,1,2,,7,
20180704,12시-14시,,,,,1,,,1,,1,1,,,1,1,2,,2,,,,,,,,10,
20180704,14시-16시,,1,1,2,2,,1,,1,,,,,,,1,,1,1,2,,,,1,,14,
20180704,16시-18시,,,2,,,1,1,,,1,,2,4,,,2,,,,2,,1,1,,,17,
20180704,18시-20시,,,,,,,,,,,1,,,,2,2,1,1,,,,,1,,,8,
20180704,20시-22시,,1,,,,,,,,,,1,2,,1,,,1,,,,,,1,,7,
20180704,22시-24시,,,2,1,,,,,,,,2,2,,1,1,,2,,1,,1,,,,13,
20180705,00시-02시,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,
20180705,02시-04시,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,
20180705,04시-06시,,,,,,,,,,,1,1,,,,2,2,,,,,,,,,6,
20180705,06시-08시,,,,,,,,,,1,,,,,1,,,,,2,,,,,,4,
20180705,08시-10시,,,1,,,1,,,,,,,,,,1,1,1,1,,,1,,,1,8,
20180705,10시-12시,,,,,,,,,1,,1,1,,,,2,,1,,,1,1,,,,8,
20180705,12시-14시,1,,,,1,,1,,,,,,1,,,1,,2,,,,1,2,,,10,
20180705,14시-16시,,1,2,,,1,,,,,1,1,3,3,,,,1,1,1,1,2,,,,18,
20180705,16시-18시,,,1,,,,,,1,,,,,1,,1,,1,1,1,,,1,,1,9,
20180705,18시-20시,,,1,2,1,,,,,1,,,1,,1,1,1,,1,,3,1,,1,1,16,
20180705,20시-22시,,1,,,1,1,,,,2,,,,1,1,1,,,,,,,,,,8,
20180705,22시-24시,,,,,1,,1,1,,2,,,,1,,,,2,1,,2,1,,,,12,
20180706,00시-02시,,,,,1,,,,1,1,,1,,,,1,,1,1,,,,,,,7,
20180706,02시-04시,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
20180706,04시-06시,,,,,,,,,,1,,,,,,1,,,,,,,,1,,3,
20180706,06시-08시,1,,,1,,,,,,,1,,,,,,1,,,,,1,,,,5,
20180706,08시-10시,,,1,,,1,,,,,,,,,,1,,1,,2,,,,,,6,
20180706,10시-12시,1,2,,,,1,,,,,1,,,,,,2,3,,,,,,,1,11,
20180706,12시-14시,,,,,2,,1,1,,1,1,,1,,,1,,1,,1,1,1,,,,12,
20180706,14시-16시,,,1,1,,,,,1,,,,,1,,1,,,,,2,1,,,2,10,
20180706,16시-18시,,1,,2,1,,,,,,,1,,2,,,1,,3,1,,1,1,1,,15,
20180706,18시-20시,,,,,1,2,1,1,1,2,,1,2,2,,1,,1,,,1,2,,1,,19,
20180706,20시-22시,,2,,1,1,1,,,1,,2,,,,,2,,,,,1,,,1,,12,
20180706,22시-24시,,,,,1,,,,1,,1,,1,1,1,2,1,,,,,1,,,,10,
20180707,00시-02시,2,,,,,,,,,,1,,,,,,1,3,1,1,,1,,1,,11,
20180707,02시-04시,,,,,,,,,,1,,,,2,,,,1,,,,1,,,,5,
20180707,04시-06시,,,2,,,,1,,1,,1,,,,1,1,,,,,,,,,,7,
20180707,06시-08시,,,,,1,,1,,1,,,,,1,1,,,,,,1,,,,,6,
20180707,08시-10시,2,,,,,,,,1,,1,,,,,,1,1,,1,,1,,,,8,
20180707,10시-12시,,,,,,,,,1,2,,,1,,3,,1,,1,1,,,,,,10,
20180707,12시-14시,,,,,,,1,3,,1,,1,,,,1,1,1,1,1,,,,,,11,
20180707,14시-16시,1,,,,,,,,,,,,1,,3,,1,1,2,,,1,,,1,11,
20180707,16시-18시,,,,,,1,1,,,,2,1,,,,1,,2,,1,,2,,,,11,
20180707,18시-20시,,,1,,,1,,,,1,2,1,2,1,1,,,2,,,,,,,,12,
20180707,20시-22시,1,,,,,1,,,,,1,1,,,,2,,,,1,2,1,,1,,11,
20180707,22시-24시,,,,1,,,,,,1,,,,1,,,1,2,2,,,,1,1,,10,
20180708,00시-02시,,,,,,,1,,,,,,1,,,,,4,,,,1,,,,7,
20180708,02시-04시,,,,,,,,,,2,,,,,,,,,,,,,,,,2,
20180708,04시-06시,,,,,,,,,,,,,,,,,,,1,,1,,,,1,3,
20180708,06시-08시,,,,,,,,,,1,,1,1,,,,,,,,,,,1,,4,
20180708,08시-10시,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,5,
20180708,10시-12시,,,,,1,,,,,,1,,,,,,,,,1,,1,,,,4,
20180708,12시-14시,,,1,,,1,,,,,,1,2,,,,,1,1,,,1,,,,8,
20180708,14시-16시,,1,,2,,,,,1,,,,,,,1,,,1,,1,,1,,,8,
20180708,16시-18시,,,1,,,1,,1,1,,1,,,,1,1,,1,,,2,1,1,,,12,
20180708,18시-20시,,,,1,,,1,,,,,,,,1,,,2,,,,,,1,,6,
20180708,20시-22시,,,,,,,,,1,,,,1,,,,,,,,2,1,,,1,6,
20180708,22시-24시,,,1,,1,1,,,,,,1,1,,,,,,,1,,,,,,6,
20180709,00시-02시,,,,,,,,,,1,,1,,,,,,1,,,,,,1,,4,
20180709,02시-04시,,,,,1,,,,,,,,,,,,1,,,,,,,,1,3,
20180709,04시-06시,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
20180709,06시-08시,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,4,
20180709,08시-10시,,1,,,,1,,1,1,,,,1,,,2,1,,1,,1,,,,,10,
20180709,10시-12시,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,4,
20180709,12시-14시,,,,,1,1,,1,,,,,1,,,,4,,,1,,,,,,9,
20180709,14시-16시,,1,,1,,,,1,,,,3,,,,1,,,1,,,1,,1,1,11,
20180709,16시-18시,,1,,,,1,,,1,,,,1,,1,2,,1,,1,,,,1,1,11,
20180709,18시-20시,,,,,,,,,1,,1,2,1,,,5,,2,,,,,,,,12,
20180709,20시-22시,1,,1,,,,,,,1,2,2,,,,3,1,2,1,1,,1,2,,1,19,
20180709,22시-24시,1,1,1,,,,,1,,,,1,,,,1,1,1,,,,1,,1,,10,
20180710,00시-02시,,1,,1,,,,1,,,,,,,1,,1,,1,,,,,,2,8,
20180710,02시-04시,,,,,2,,,1,,,,,,,,1,,,1,,,,,,,5,
20180710,04시-06시,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
20180710,06시-08시,1,,,,,,,,,,1,,,,,1,1,,1,1,,,,,,6,
20180710,08시-10시,1,,,,1,,,,,,,,4,,,,,1,,,,,,,,7,
20180710,10시-12시,,,2,,,1,,,,,,,1,,,,,,,1,,1,1,2,,9,
20180710,12시-14시,1,1,,,,1,,1,,,,,,,,1,,1,,,1,,,,,7,
20180710,14시-16시,,,2,,1,,1,,,,,1,2,,,3,,2,,,,,,,,12,
20180710,16시-18시,1,,1,,,,1,,,1,1,,,1,1,,,2,,,1,,,2,,12,
20180710,18시-20시,,,,,1,,,,1,,,2,1,1,,,,,1,1,,,,,,8,
20180710,20시-22시,,,,1,,1,,,,,1,,,,,,,3,,,,,1,,,7,
20180710,22시-24시,,,,,1,,1,,,1,1,,1,,1,4,1,,1,,1,,,1,2,16,
20180711,00시-02시,,1,,,,1,,,,,,,,1,,,1,,,,,,1,,,5,
20180711,02시-04시,,,,,,,,,,,,,,,,1,,1,,1,,,,,,3,
20180711,04시-06시,1,,,,,,,,,,,,,,,,,,,,,,,,,1,
20180711,06시-08시,,,,,3,1,,,,,,,1,,1,,,,,1,,,,,,7,
20180711,08시-10시,1,1,1,,,,,,,1,,,1,1,1,2,,1,,,,,,,,10,
20180711,10시-12시,,,,,,,,1,1,,1,,1,1,1,,,,,1,,,,,,7,
20180711,12시-14시,,,,,,,2,,,,,,,,,,,1,2,2,,,,,,7,
20180711,14시-16시,1,,,,,2,1,1,1,1,1,,,,,1,,2,,,1,,,1,,13,
20180711,16시-18시,,,1,,1,,1,,,1,,1,,1,,1,,,1,1,1,,,,,10,
20180711,18시-20시,2,,,1,,1,1,,,,,,2,,2,,1,,3,,,,,,,13,
20180711,20시-22시,,,,,,,,,1,,,1,1,,,,1,1,,,1,,,1,,7,
20180711,22시-24시,1,,1,,,,,,,,1,2,,,,1,,,,3,,,,,,9,
20180712,00시-02시,1,1,1,,,,,,,2,,,3,,,,1,2,,,1,,,,1,13,
20180712,02시-04시,,,,,1,,,,,,,,,,,1,,1,,,,,,,,3,
20180712,04시-06시,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
20180712,06시-08시,,,,,,,,,,,,1,2,,1,1,,1,,,,,,,,6,
20180712,08시-10시,,,,,1,,,,,,,2,1,3,,1,,1,,1,,,1,,,11,
20180712,10시-12시,,,,,2,,,,1,1,,2,1,,,1,,2,1,,,,,,,11,
20180712,12시-14시,,1,,1,,,,,,,,,1,,1,1,2,1,,,,,,,1,9,
20180712,14시-16시,,,1,,1,1,1,1,,,,2,1,,,,,2,2,1,1,1,1,,,16,
20180712,16시-18시,,1,,,,,2,,,,,1,,,2,1,1,2,2,,1,,1,,1,15,
20180712,18시-20시,,,,,1,,,,,1,,,,2,,1,1,1,1,,,,,,,8,
20180712,20시-22시,,1,,,1,1,,1,1,2,1,,,2,1,1,,2,1,,,,1,2,,18,
20180712,22시-24시,,,1,,,,,1,,1,,,2,,,1,1,1,2,1,,,1,,,12,
20180713,00시-02시,,,1,,,,,,,1,,1,,1,,,1,,,,,,,,,5,
20180713,02시-04시,,,,,,1,,1,,,,,,,,,,,,,,,,,,2,
20180713,06시-08시,1,,,,1,,,,,,,,1,1,,,,1,,,,,,,,5,
20180713,08시-10시,,,,1,1,,,,,1,,,,,,2,,1,1,1,,1,1,1,,11,
20180713,10시-12시,,1,,,1,,,,,,,,1,,,2,,1,1,,,,,,,7,
20180713,12시-14시,,,,,,,,,,,1,,,1,,,1,,,,,,,,,3,
20180713,14시-16시,,,,1,,,,1,,1,1,,,1,,1,,1,1,,,1,1,,,10,
20180713,16시-18시,1,,1,1,,1,,,1,,1,,,,,1,2,1,1,1,2,,,,,14,
20180713,18시-20시,1,,,1,,,,1,,1,1,2,3,,,2,,2,,1,1,2,1,1,,20,
20180713,20시-22시,,,1,1,1,,,,,1,1,,,3,,5,,1,,,,,2,,1,17,
20180713,22시-24시,1,,1,,,,,2,1,,,,,,,,1,,,1,,,1,,1,9,
20180714,00시-02시,1,,,,1,,,,,1,,,,,,,,1,,2,,,,,,6,
20180714,02시-04시,,,,,,,,,,,,1,,,,,,,,,,1,1,,,3,
20180714,04시-06시,1,,,,,,,1,1,,,,,,,2,1,,,,,,,,,6,
20180714,06시-08시,,1,,,,,,1,1,,,,,,,,,,,1,1,,,,1,6,
20180714,08시-10시,,,,1,,,,,,,,,,,,,1,,,1,,1,,1,,5,
20180714,10시-12시,,,,1,2,,,,1,1,,,1,,,1,1,,2,,,,,,,10,
20180714,12시-14시,,1,,,1,,,1,1,,,,1,1,,,,1,,1,,,,,1,9,
20180714,14시-16시,1,1,1,,2,,,1,1,,,,,,,,1,,1,1,1,,1,,1,13,
20180714,16시-18시,,,,1,,3,,,,,1,,2,1,1,1,2,,3,1,,,,,1,17,
20180714,18시-20시,1,,,,,1,,,,1,,,,,,,,,1,,,,1,,1,6,
20180714,20시-22시,,,,2,1,,1,1,,1,,,1,1,,1,1,,,,,1,1,1,,13,
20180714,22시-24시,,1,,,1,,,,,,,,1,,,,1,,,,,,,,1,5,
20180715,00시-02시,,,,,,,,1,1,,,1,2,,,,,,1,1,,,2,2,1,12,
20180715,02시-04시,,1,1,1,,,,,,,,1,,,,1,,,,,,1,1,,,7,
20180715,04시-06시,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,4,
20180715,06시-08시,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
20180715,08시-10시,,,,,1,,,,,,,,1,,,,,,2,,,1,,,,5,
20180715,10시-12시,,,,1,1,,,,,,,1,,,1,1,,,1,1,,,,,,7,
20180715,12시-14시,,,1,,,,2,1,,1,,,,,,,,1,,2,1,,,,,9,
20180715,14시-16시,,,,,1,,,,2,,,,,,,2,1,2,,,,,,2,,10,
20180715,16시-18시,,,,,,1,,,,,1,,1,,,,1,,2,,,1,,,,7,
20180715,18시-20시,,,,,,,,,,,,,1,,1,,,2,,,,,,,,4,
20180715,20시-22시,1,,,,,,,,,2,,,,1,,,,1,2,,1,,1,,,9,
20180715,22시-24시,,,,,,1,,1,,1,,,,,1,,1,,2,,,,1,,,8,
20180716,00시-02시,,,,,,,,,,,,1,,,1,2,,1,,,,1,,2,,8,
20180716,02시-04시,,,,,,,,,,,1,2,,,,,,,,,,,,,,3,
20180716,04시-06시,,,,,,,,,,,,,1,,,,,,1,,,1,,,,3,
20180716,06시-08시,,,,,,1,,,1,,,,,,,1,1,1,,,,2,,,,7,
